Timestamp,Attr0,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18
783,0.52,0.5,0.49,0.52,0.58,0.4,0.51,0.59,0.61,0.62,0.61,0.62,0.62,0.62,0.62,0.6,0.6,0.61
784,0.5,0.5,0.49,0.53,0.58,0.4,0.47,0.6,0.6,0.61,0.61,0.62,0.62,0.62,0.61,0.6,0.6,0.61
785,0.51,0.5,0.49,0.53,0.58,0.4,0.56,0.56,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.61
786,0.51,0.5,0.49,0.52,0.58,0.41,0.63,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.61
787,0.5,0.5,0.49,0.51,0.58,0.41,0.62,0.56,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.59,0.6
788,0.59,0.5,0.49,0.52,0.58,0.41,0.74,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6
789,0.61,0.5,0.49,0.52,0.58,0.41,0.55,0.57,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6
790,0.62,0.5,0.49,0.51,0.58,0.41,0.58,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.59,0.61
791,0.57,0.5,0.49,0.53,0.58,0.41,0.62,0.63,0.6,0.61,0.6,0.6,0.6,0.6,0.61,0.61,0.6,0.62
792,0.6,0.5,0.49,0.52,0.58,0.41,0.52,0.62,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6
793,0.62,0.5,0.54,0.54,0.58,0.41,0.54,0.58,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6
794,0.61,0.5,0.54,0.51,0.58,0.42,0.61,0.58,0.58,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.6
795,0.53,0.5,0.49,0.51,0.58,0.41,0.6,0.61,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6
796,0.49,0.5,0.49,0.51,0.58,0.41,0.55,0.58,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.6
797,0.51,0.5,0.49,0.51,0.58,0.4,0.44,0.59,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61
798,0.49,0.5,0.49,0.52,0.58,0.4,0.56,0.62,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61
799,0.49,0.5,0.49,0.54,0.58,0.41,0.58,0.58,0.59,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61
800,0.51,0.5,0.58,0.53,0.58,0.4,0.49,0.56,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.61
801,0.54,0.5,0.49,0.53,0.58,0.4,0.51,0.62,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.62,0.6,0.63
802,0.48,0.5,0.49,0.5,0.58,0.4,0.63,0.61,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.61
803,0.51,0.5,0.49,0.52,0.58,0.4,0.51,0.6,0.6,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.61
804,0.5,0.5,0.49,0.51,0.58,0.39,0.63,0.65,0.6,0.62,0.62,0.62,0.61,0.62,0.62,0.61,0.61,0.61
805,0.5,0.5,0.49,0.53,0.58,0.38,0.51,0.61,0.61,0.63,0.63,0.63,0.62,0.63,0.63,0.63,0.62,0.63
806,0.51,0.5,0.49,0.53,0.58,0.39,0.62,0.57,0.61,0.62,0.62,0.62,0.61,0.62,0.62,0.61,0.62,0.62
807,0.54,0.5,0.49,0.54,0.58,0.38,0.59,0.61,0.61,0.63,0.63,0.63,0.62,0.63,0.63,0.62,0.62,0.63
808,0.5,0.5,0.54,0.52,0.58,0.38,0.59,0.57,0.62,0.63,0.63,0.63,0.62,0.63,0.63,0.63,0.62,0.63
809,0.55,0.5,0.49,0.53,0.58,0.37,0.54,0.57,0.63,0.64,0.64,0.64,0.63,0.64,0.64,0.63,0.63,0.64
810,0.51,0.5,0.49,0.53,0.58,0.36,0.57,0.64,0.64,0.64,0.64,0.64,0.63,0.64,0.64,0.64,0.64,0.64
811,0.47,0.5,0.49,0.53,0.58,0.36,0.46,0.66,0.63,0.65,0.65,0.65,0.64,0.65,0.65,0.64,0.64,0.65
812,0.51,0.5,0.49,0.54,0.58,0.36,0.73,0.65,0.64,0.65,0.65,0.65,0.64,0.65,0.65,0.64,0.64,0.65
813,0.5,0.5,0.49,0.54,0.58,0.35,0.71,0.6,0.64,0.66,0.65,0.66,0.65,0.66,0.66,0.66,0.65,0.65
814,0.47,0.5,0.54,0.53,0.58,0.33,0.54,0.69,0.66,0.67,0.67,0.67,0.66,0.67,0.67,0.66,0.67,0.67
815,0.5,0.5,0.49,0.53,0.58,0.32,0.77,0.73,0.68,0.68,0.68,0.68,0.67,0.68,0.68,0.69,0.68,0.7
816,0.5,0.5,0.49,0.52,0.58,0.31,0.53,0.7,0.68,0.69,0.69,0.69,0.68,0.69,0.69,0.68,0.69,0.69
817,0.5,0.5,0.49,0.52,0.58,0.29,0.62,0.7,0.71,0.71,0.71,0.71,0.7,0.71,0.71,0.72,0.72,0.71
818,0.49,0.5,0.49,0.53,0.58,0.27,0.64,0.74,0.72,0.73,0.72,0.73,0.72,0.73,0.73,0.74,0.73,0.72
819,0.58,0.5,0.54,0.52,0.58,0.25,0.78,0.78,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.75,0.76,0.74
820,0.48,0.5,0.58,0.51,0.85,0.23,0.76,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76,0.77,0.78,0.76
821,0.54,0.5,0.49,0.51,0.85,0.2,0.85,0.81,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.8,0.81,0.78
822,0.49,0.5,0.54,0.52,0.85,0.18,0.81,0.77,0.82,0.8,0.8,0.8,0.8,0.8,0.8,0.82,0.82,0.8
823,0.54,0.5,0.49,0.5,0.85,0.17,0.93,0.84,0.83,0.81,0.81,0.81,0.81,0.81,0.81,0.83,0.84,0.81
824,0.49,0.5,0.49,0.5,0.85,0.16,1.0,0.83,0.84,0.81,0.82,0.82,0.82,0.82,0.81,0.84,0.85,0.82
825,0.53,0.5,0.49,0.5,0.85,0.14,1.0,0.9,0.85,0.83,0.83,0.83,0.84,0.83,0.82,0.85,0.87,0.83
826,0.51,0.5,0.58,0.5,0.85,0.13,0.95,0.87,0.88,0.84,0.84,0.84,0.85,0.84,0.84,0.87,0.88,0.84
827,0.54,0.5,0.49,0.51,0.85,0.11,1.0,0.95,0.89,0.85,0.85,0.85,0.87,0.85,0.85,0.88,0.9,0.85
828,0.55,0.5,0.54,0.51,0.85,0.09,0.84,0.85,0.9,0.86,0.87,0.86,0.88,0.86,0.86,0.9,0.91,0.86
829,0.51,0.5,0.54,0.51,0.85,0.09,0.92,0.9,0.9,0.86,0.87,0.87,0.88,0.87,0.86,0.9,0.92,0.86
830,0.53,0.5,0.54,0.51,1.0,0.09,1.0,0.87,0.92,0.86,0.87,0.87,0.89,0.87,0.86,0.9,0.92,0.87
831,0.52,0.5,0.54,0.51,1.0,0.06,0.92,0.88,0.93,0.88,0.89,0.88,0.91,0.88,0.88,0.92,0.94,0.89
832,0.53,0.5,0.54,0.5,1.0,0.05,1.0,0.9,0.95,0.89,0.89,0.89,0.92,0.89,0.88,0.94,0.95,0.91
833,0.5,0.5,0.49,0.49,1.0,0.04,0.92,0.96,0.96,0.89,0.91,0.9,0.93,0.9,0.89,0.95,0.97,0.9
834,0.54,0.5,0.49,0.5,1.0,0.03,0.91,0.99,0.98,0.9,0.92,0.91,0.94,0.91,0.9,0.95,0.98,0.91
835,0.5,0.5,0.49,0.47,1.0,0.04,0.93,1.0,0.97,0.9,0.91,0.9,0.93,0.9,0.89,0.94,0.97,0.9
836,0.5,0.5,0.49,0.51,1.0,0.04,0.79,1.0,0.95,0.89,0.9,0.9,0.93,0.9,0.89,0.93,0.96,0.9
837,0.54,0.5,0.49,0.45,1.0,0.05,0.87,1.0,0.94,0.89,0.9,0.89,0.92,0.89,0.89,0.93,0.96,0.9
838,0.6,0.5,0.49,0.48,1.0,0.09,0.75,0.93,0.91,0.87,0.88,0.87,0.9,0.87,0.87,0.9,0.92,0.87
839,0.51,0.5,0.49,0.48,1.0,0.13,1.0,0.81,0.88,0.84,0.85,0.84,0.87,0.84,0.84,0.88,0.88,0.85
840,0.55,0.5,0.49,0.5,1.0,0.11,0.74,0.81,0.88,0.84,0.85,0.85,0.87,0.85,0.84,0.87,0.89,0.85
841,0.53,0.5,0.49,0.5,1.0,0.12,0.76,0.83,0.87,0.84,0.84,0.84,0.86,0.84,0.84,0.86,0.88,0.84
842,0.59,0.5,0.49,0.5,0.85,0.13,0.81,0.85,0.87,0.83,0.84,0.84,0.85,0.84,0.83,0.85,0.87,0.84
843,0.5,0.5,0.54,0.49,0.85,0.15,0.91,0.84,0.85,0.82,0.83,0.83,0.84,0.83,0.82,0.85,0.86,0.83
844,0.52,0.5,0.49,0.49,0.85,0.16,0.94,0.85,0.83,0.81,0.81,0.81,0.82,0.81,0.81,0.83,0.84,0.81
845,0.52,0.5,0.49,0.5,0.85,0.18,0.83,0.8,0.81,0.79,0.8,0.79,0.8,0.79,0.79,0.82,0.82,0.81
846,0.49,0.5,0.49,0.5,0.85,0.21,0.78,0.78,0.79,0.77,0.77,0.77,0.78,0.77,0.77,0.78,0.8,0.78
847,0.5,0.5,0.54,0.51,0.85,0.25,0.73,0.78,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.75
848,0.51,0.5,0.49,0.52,0.85,0.27,0.74,0.75,0.73,0.72,0.72,0.72,0.73,0.72,0.72,0.73,0.73,0.73
849,0.54,0.5,0.49,0.49,0.85,0.3,0.64,0.72,0.71,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.71,0.71
850,0.49,0.5,0.49,0.52,0.58,0.32,0.64,0.71,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
851,0.47,0.5,0.49,0.52,0.58,0.33,0.87,0.7,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
852,0.52,0.5,0.49,0.52,0.58,0.36,0.69,0.63,0.64,0.65,0.64,0.64,0.64,0.64,0.64,0.65,0.64,0.65
853,0.55,0.5,0.49,0.53,0.58,0.39,0.56,0.64,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.62
854,0.53,0.5,0.54,0.51,0.58,0.41,0.66,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6
855,0.5,0.5,0.49,0.51,0.58,0.43,0.61,0.58,0.57,0.58,0.58,0.58,0.57,0.58,0.58,0.57,0.57,0.58
856,0.5,0.5,0.54,0.51,0.58,0.45,0.47,0.55,0.55,0.57,0.56,0.56,0.56,0.56,0.57,0.55,0.56,0.56
857,0.5,0.5,0.49,0.53,0.58,0.47,0.67,0.57,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
858,0.48,0.5,0.49,0.52,0.58,0.49,0.52,0.54,0.51,0.52,0.52,0.52,0.51,0.52,0.52,0.52,0.51,0.52
859,0.5,0.5,0.54,0.53,0.58,0.51,1.0,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.52
860,0.5,0.5,0.49,0.53,0.58,0.52,0.47,0.48,0.48,0.49,0.49,0.49,0.48,0.49,0.49,0.48,0.48,0.49
861,0.5,0.5,0.49,0.53,0.31,0.54,0.5,0.51,0.46,0.47,0.47,0.47,0.46,0.47,0.47,0.46,0.46,0.47
862,0.49,0.5,0.54,0.53,0.31,0.56,0.45,0.42,0.45,0.46,0.45,0.45,0.45,0.45,0.46,0.45,0.44,0.45
863,0.48,0.5,0.49,0.53,0.31,0.57,0.45,0.41,0.44,0.44,0.44,0.44,0.43,0.44,0.44,0.43,0.43,0.44
864,0.5,0.5,0.53,0.52,0.3,0.59,0.44,0.45,0.41,0.42,0.41,0.42,0.41,0.42,0.42,0.41,0.41,0.42
865,0.48,0.5,0.56,0.53,0.3,0.62,0.33,0.4,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.4
866,0.48,0.5,0.49,0.52,0.3,0.63,0.4,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.37,0.37,0.38
867,0.5,0.5,0.49,0.52,0.3,0.64,0.37,0.37,0.36,0.37,0.36,0.36,0.36,0.36,0.37,0.36,0.36,0.37
868,0.49,0.5,0.53,0.51,0.3,0.66,0.39,0.37,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.34,0.35,0.36
869,0.49,0.5,0.53,0.52,0.3,0.66,0.29,0.36,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35
870,0.48,0.5,0.49,0.54,0.3,0.67,0.26,0.36,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.33,0.34
871,0.49,0.5,0.49,0.51,0.3,0.68,0.22,0.39,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33
872,0.49,0.5,0.49,0.5,0.3,0.69,0.31,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
873,0.48,0.5,0.49,0.52,0.3,0.7,0.45,0.28,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.32
874,0.48,0.5,0.53,0.5,0.3,0.71,0.32,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0.3,0.3
875,0.49,0.5,0.49,0.51,0.3,0.71,0.4,0.31,0.29,0.29,0.29,0.29,0.28,0.29,0.29,0.28,0.29,0.29
876,0.48,0.5,0.49,0.5,0.3,0.72,0.25,0.34,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.27
877,0.49,0.5,0.49,0.5,0.3,0.73,0.32,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
878,0.49,0.5,0.64,0.5,0.3,0.74,0.2,0.29,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
879,0.48,0.5,0.49,0.5,0.3,0.74,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.25
880,0.48,0.5,0.49,0.47,0.3,0.75,0.21,0.25,0.24,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.24
881,0.48,0.5,0.49,0.48,0.3,0.76,0.29,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.24
882,0.48,0.5,0.49,0.48,0.3,0.76,0.35,0.22,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.24,0.23
883,0.47,0.5,0.49,0.48,0.3,0.77,0.28,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.22
884,0.48,0.5,0.49,0.47,0.3,0.77,0.35,0.21,0.24,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.22
885,0.48,0.5,0.49,0.46,0.3,0.78,0.25,0.22,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.21
886,0.48,0.5,0.49,0.47,0.3,0.78,0.29,0.21,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.23,0.21
887,0.48,0.5,0.49,0.47,0.3,0.78,0.31,0.19,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.23,0.22,0.21
888,0.48,0.5,0.49,0.47,0.3,0.79,0.27,0.19,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.21,0.22,0.2
889,0.48,0.5,0.49,0.46,0.3,0.79,0.27,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.21,0.22,0.2
890,0.48,0.5,0.49,0.46,0.3,0.79,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.19
891,0.49,0.5,0.49,0.46,0.3,0.79,0.83,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.21,0.21
892,0.48,0.5,0.49,0.45,0.3,0.8,0.26,0.21,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.21,0.19
893,0.48,0.5,0.49,0.44,0.3,0.8,0.25,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.2,0.19
894,0.48,0.91,0.64,0.63,0.3,0.78,0.26,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.18,0.2,0.2,0.18
895,0.48,1.0,0.56,0.92,0.3,0.74,0.23,0.23,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.23,0.2,0.2
896,0.48,1.0,0.49,0.91,0.3,0.74,0.17,0.27,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.23,0.2,0.21
897,0.47,1.0,0.53,0.65,0.3,0.78,0.2,0.26,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.2,0.2,0.19
898,0.47,0.5,0.56,0.44,0.3,0.81,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.2,0.18
899,0.48,0.5,0.49,0.43,0.3,0.81,0.34,0.2,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.17
900,0.48,0.5,0.49,0.45,0.3,0.81,0.22,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.17,0.19,0.19,0.19
901,0.48,0.5,0.49,0.44,0.3,0.81,0.3,0.18,0.19,0.17,0.18,0.17,0.19,0.17,0.17,0.18,0.19,0.17
902,0.48,0.5,0.49,0.45,0.3,0.81,0.23,0.17,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.18,0.19,0.17
903,0.48,0.5,0.53,0.45,0.3,0.81,0.26,0.19,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.19,0.19,0.18
904,0.48,0.5,0.49,0.45,0.3,0.82,0.19,0.18,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.17
905,0.48,0.5,0.49,0.44,0.3,0.82,0.23,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16
906,0.48,0.5,0.53,0.44,0.3,0.82,0.36,0.16,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16
907,0.48,0.5,0.49,0.44,0.3,0.82,0.3,0.15,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16
908,0.48,0.5,0.49,0.44,0.3,0.82,0.3,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16
909,0.48,0.5,0.49,0.45,0.3,0.82,0.21,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.17
910,0.48,0.5,0.49,0.46,0.3,0.82,0.13,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16
911,0.48,0.5,0.49,0.45,0.3,0.82,0.23,0.16,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.19,0.19,0.18
912,0.48,0.5,0.49,0.46,0.3,0.82,0.26,0.16,0.19,0.16,0.17,0.16,0.18,0.16,0.16,0.18,0.18,0.16
913,0.48,0.5,0.49,0.46,0.3,0.82,0.3,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16
914,0.48,0.5,0.49,0.47,0.3,0.82,0.29,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16
915,0.48,0.5,0.49,0.44,0.3,0.82,0.27,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16
916,0.48,0.5,0.49,0.44,0.3,0.82,0.21,0.18,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16
917,0.48,0.5,0.53,0.44,0.3,0.82,0.18,0.21,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16
918,0.48,0.5,0.53,0.45,0.3,0.81,0.22,0.19,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.17
919,0.48,0.5,0.49,0.44,0.3,0.81,0.23,0.17,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.18,0.19,0.17
920,0.48,0.5,0.49,0.44,0.3,0.81,0.13,0.18,0.19,0.17,0.18,0.17,0.19,0.17,0.17,0.18,0.19,0.17
921,0.48,0.56,0.49,0.47,0.3,0.81,0.16,0.21,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.18
922,0.48,0.5,0.49,0.44,0.3,0.81,0.15,0.17,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.17
923,0.48,0.5,0.49,0.45,0.3,0.81,0.16,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.18
924,0.48,0.5,0.49,0.44,0.3,0.8,0.21,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.18
925,0.48,0.5,0.49,0.44,0.3,0.8,0.33,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.21,0.21
926,0.48,0.5,0.53,0.45,0.3,0.8,0.15,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.21,0.19
927,0.48,0.5,0.49,0.45,0.3,0.79,0.14,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19
928,0.48,0.5,0.49,0.45,0.3,0.79,0.3,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.2
929,0.48,0.5,0.49,0.45,0.3,0.79,0.36,0.21,0.22,0.2,0.21,0.21,0.21,0.21,0.2,0.22,0.22,0.2
930,0.48,0.5,0.49,0.45,0.3,0.78,0.21,0.21,0.23,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.21
931,0.49,0.5,0.49,0.45,0.3,0.78,0.29,0.2,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22
932,0.49,0.5,0.49,0.48,0.3,0.77,0.26,0.22,0.24,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.22
933,0.48,0.5,0.49,0.48,0.3,0.76,0.2,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.23
934,0.48,0.5,0.49,0.48,0.3,0.76,0.26,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24
935,0.48,0.5,0.49,0.47,0.3,0.75,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.24
936,0.49,0.5,0.49,0.5,0.3,0.75,0.23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25
937,0.49,0.5,0.49,0.48,0.3,0.74,0.18,0.25,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.26
938,0.48,0.5,0.49,0.47,0.3,0.73,0.24,0.3,0.28,0.27,0.27,0.27,0.26,0.27,0.27,0.27,0.27,0.27
939,0.48,0.5,0.49,0.5,0.3,0.72,0.37,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.28,0.28
940,0.48,0.5,0.49,0.48,0.3,0.72,0.22,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
941,0.49,0.5,0.49,0.5,0.3,0.71,0.42,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3
942,0.48,0.5,0.53,0.5,0.3,0.7,0.18,0.31,0.29,0.3,0.3,0.3,0.29,0.3,0.3,0.32,0.3,0.32
943,0.49,0.5,0.49,0.5,0.3,0.69,0.36,0.33,0.31,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.31
944,0.48,0.5,0.49,0.51,0.3,0.69,0.34,0.33,0.31,0.32,0.31,0.32,0.31,0.32,0.32,0.31,0.31,0.32
945,0.49,0.5,0.49,0.5,0.3,0.68,0.32,0.32,0.32,0.33,0.32,0.32,0.32,0.32,0.33,0.32,0.32,0.33
946,0.5,0.5,0.49,0.51,0.3,0.68,0.36,0.32,0.33,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.33,0.33
947,0.5,0.5,0.49,0.52,0.3,0.67,0.37,0.35,0.33,0.34,0.34,0.34,0.33,0.34,0.34,0.33,0.33,0.34
948,0.49,0.5,0.49,0.51,0.3,0.66,0.28,0.37,0.33,0.35,0.34,0.34,0.33,0.34,0.35,0.34,0.34,0.35
949,0.49,0.5,0.49,0.51,0.3,0.65,0.35,0.33,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.36,0.35,0.37
950,0.48,0.5,0.49,0.48,0.3,0.65,0.27,0.36,0.36,0.36,0.36,0.36,0.35,0.36,0.36,0.36,0.35,0.36
951,0.49,0.5,0.49,0.5,0.3,0.64,0.32,0.36,0.37,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.36,0.37
952,0.49,0.5,0.49,0.52,0.3,0.64,0.27,0.37,0.37,0.38,0.37,0.38,0.36,0.38,0.38,0.37,0.37,0.38
953,0.49,0.5,0.49,0.51,0.3,0.63,0.26,0.41,0.37,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.38
954,0.5,0.5,0.49,0.53,0.3,0.62,0.32,0.4,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.39
955,0.47,0.5,0.49,0.52,0.3,0.62,0.49,0.41,0.38,0.4,0.39,0.39,0.38,0.39,0.4,0.39,0.38,0.39
956,0.49,0.5,0.49,0.53,0.3,0.61,0.42,0.36,0.38,0.4,0.4,0.4,0.39,0.4,0.4,0.4,0.39,0.4
957,0.5,0.5,0.49,0.51,0.3,0.61,0.34,0.41,0.39,0.41,0.41,0.41,0.39,0.41,0.41,0.4,0.4,0.41
958,0.5,0.5,0.53,0.52,0.3,0.6,0.45,0.42,0.4,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.4,0.41
959,0.48,0.5,0.49,0.53,0.3,0.6,0.36,0.41,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.42
960,0.49,0.5,0.64,0.53,0.3,0.59,0.28,0.44,0.42,0.43,0.42,0.42,0.41,0.42,0.43,0.42,0.41,0.43
961,0.48,0.5,0.53,0.52,0.3,0.6,0.33,0.47,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.41,0.41,0.42
962,0.49,0.5,0.49,0.53,0.3,0.59,0.43,0.45,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.42
963,0.48,0.5,0.49,0.47,0.3,0.59,0.39,0.43,0.42,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.43
964,0.5,0.5,0.49,0.48,0.3,0.58,0.39,0.45,0.43,0.44,0.43,0.43,0.42,0.43,0.44,0.43,0.42,0.43
965,0.49,0.5,0.49,0.48,0.3,0.58,0.55,0.42,0.43,0.44,0.44,0.44,0.43,0.44,0.44,0.43,0.43,0.44
966,0.48,0.5,0.49,0.46,0.3,0.57,0.5,0.47,0.43,0.44,0.44,0.44,0.43,0.44,0.45,0.44,0.43,0.44
967,0.48,0.5,0.49,0.47,0.3,0.57,0.49,0.47,0.43,0.45,0.45,0.45,0.44,0.45,0.45,0.45,0.44,0.46
968,0.48,0.5,0.49,0.52,0.3,0.56,0.49,0.44,0.44,0.46,0.46,0.46,0.45,0.46,0.46,0.45,0.44,0.46
969,0.48,0.5,0.49,0.53,0.3,0.56,0.38,0.44,0.45,0.46,0.46,0.46,0.45,0.46,0.46,0.45,0.45,0.46
