time,sensor0,sensor1,sensor2,sensor32,sensor33,sensor34
31296,47.82986069,50.39062,44.48784637,52.60416,29.6875,85.7161385
31297,47.82986069,50.43402,44.48784637,53.38541,29.94792,86.34309142499998
31298,47.82986069,50.39062,44.48784637,53.64583,29.6875,86.27222499625
31299,47.82986069,50.34722,44.48784637,53.38541,29.6875,85.71604374606251
31300,47.82986069,50.39062,44.48784637,52.34375,30.46875,85.15809843336562
31301,47.82986069,50.39062,44.48785,51.04166,31.77083,84.84569335503392
31302,47.82986,50.39062,44.53125,50.0,32.29166,84.5437075227856
31303,47.78646,50.39062,44.53125,48.69791,32.8125,84.31776789892488
31304,47.82986,50.39062,44.53125,48.4375,32.8125,84.00240679387113
31305,47.82986069,50.39062,44.53125,48.17708,32.8125,83.50200663356468
31306,47.82986069,50.34722,44.53125,47.13541,33.59375,87.23958
31307,47.82986,50.34722,44.53125,45.83333,34.375,83.07291
31308,47.78646,50.34722,44.53125,44.01041,35.15625,80.72916
31309,47.82986,50.34722,44.53125,42.96875,35.15625,80.98958
31310,47.82986069,50.39062,44.53125,42.1875,34.375,80.72916
31311,47.82986069,50.39062,44.57465,41.66666,33.59375,79.6875
31312,47.82986069,50.34722,44.53125,41.40625,32.8125,80.46875
31313,47.82986069,50.39062,44.53125,41.40625,32.29166,80.46875
31314,47.82986069,50.30382,44.53125,40.88541,32.29166,78.125
31315,47.82986069,50.43402,44.57465,40.625,32.29166,75.26041
31316,47.82986069,50.34722,44.53125,40.10416,31.77083,72.13541
31317,47.82986,50.39062,44.53125,41.92708,31.25,70.3125
31318,47.91666,50.39062,44.53125,44.205726500000004,30.98958,69.01041
31319,47.91666412,50.34722,44.48785,44.267575325,30.46875,68.22916
31320,47.91666412,50.39062,44.48784637,44.241370591249996,30.20833,67.96875
31321,47.91666412,50.39062,44.48785,44.1617726208125,30.20833,73.17708
31322,47.91666412,50.39062,44.48785,44.14329925185312,30.20833,73.17708
31323,47.91666412,50.39062119,44.44444,44.24108921444578,30.98958,76.04166
31324,47.91666412,50.39062119,44.35764,46.09375,31.51042,78.38541
31325,47.91666412,50.39062,44.31424,47.39583,31.8880180075,80.72916
31326,47.91666412,50.43402,44.27083206,47.13541,31.789711407874996,82.03125
31327,47.91666412,50.34722,44.22743,46.09375,31.673467978268746,82.55208
31328,47.91666412,50.34722137,44.14063,45.57291,31.590474377182186,81.77083
31329,47.91666412,50.34722137,44.14063,44.79166,31.542394302041295,79.6875
31330,47.91666412,50.34722137,44.09722,44.53125,32.29166,80.98958
31331,47.91666412,50.34722,44.09722,44.53125,32.29166,80.98958
31332,47.91666412,50.56424,44.01041,46.05984192331495,31.77083,84.375
31333,47.91666,50.39062,43.92361,47.39583,31.51042,82.29166
31334,47.82986,50.39062,43.88021,47.39583,31.51041603,85.9375
31335,47.91666,50.43402,43.88020706,46.875,31.51042,89.84375
31336,47.91666412,50.39062,43.88020706,46.875,31.77083,91.66666
31337,47.91666412,50.39062,43.88020706,46.61458,32.29166,91.66666
31338,47.91666412,50.43402,43.88020706,46.61458,32.29166412,91.14583
31339,47.91666412,50.43402,43.88020706,46.61458,32.29166412,90.88541
31340,47.91666412,50.39062,43.88021,46.09375,32.29166412,88.54166
31341,47.91666412,50.39062119,43.8368,45.57291,32.29166,85.67708
31342,47.91666412,50.39062,43.92361,44.79166,32.55208,83.59375
31343,47.91666412,50.43402,43.92361,44.79166,32.29166,82.29166
31344,47.91666412,50.52083,44.01041,45.3125,32.29166412,80.72916
31345,47.91666412,50.52083206,44.01041,45.3125,32.29166412,78.38541
31346,47.91666412,50.52083,44.05382,45.3125,32.29166412,76.82291
31347,47.91666,50.43402,44.05381775,44.79166,32.29166,74.47916
31348,47.96007,50.52083,44.05381775,44.79166,31.77083,71.875
31349,47.96007,50.56424,44.05381775,44.79166,32.8125,71.35416
31350,47.91666,50.52083,44.05381775,44.79166,34.427080323999995,70.3125
31351,47.96007,50.52083,44.05381775,45.83333,34.7291636342,68.22916
31352,48.13368,50.43402,44.05381775,46.09375,34.864059815910004,66.14583
31353,47.96007,50.56424,44.05382,46.61458,35.41666,63.02083
31354,47.96006775,50.56423569,44.01041,46.61458,34.89583,62.76041
31355,47.96006775,50.56424,44.01041412,46.875,35.15625,63.02083
31356,47.96006775,50.60764,44.01041,47.39583,35.1228888947055,62.5
31357,47.96007,50.52083,43.92361,47.91666,35.030075133440775,61.71875
31358,47.82986,50.56424,43.92361,47.39583,34.88053749311281,61.45833
31359,47.96007,50.56423569,43.88021,47.13541,34.69748086776845,62.23958
31360,47.96007,50.56424,43.88020706,47.13541,34.492250411156874,62.23958
31361,48.00347,50.52083,43.88021,45.83333,34.16998791551472,62.76041
31362,48.00347,50.52083206,43.8368,45.57291,35.15625,62.23958
31363,47.91666,50.52083206,43.8368,45.83333,34.375,61.45833
31364,48.00347,50.52083206,43.88021,46.61458,33.59375,64.0625
31365,48.00347137,50.52083,43.88020706,47.13541,32.8125,67.44791
31366,48.00347137,50.56424,43.88020706,46.61458,32.8125,66.66666
31367,48.00347,50.56424,43.88020706,46.61458,32.55208206,65.625
31368,48.04688,50.60764,43.88020706,46.875,32.29166,67.70833
31369,48.046875,50.56424,43.88020706,47.91666,32.29166,70.83333
31370,48.046875,50.56423569,43.88020706,48.17708,31.77083,70.05208
31371,48.046875,50.56423569,43.88020706,48.4375,31.77083206,68.22916
31372,48.046875,50.56423569,43.88021,48.4375,31.77083206,67.70833
31373,48.04688,50.56423569,43.8368,48.4375,31.77083,65.36458
31374,48.13368,50.56424,43.8368,48.17708,32.29166,61.71875
31375,48.13367844,50.65104,43.7934,47.91666,32.55208,60.15625
31376,48.13367844,50.60764,43.7934,47.39583,32.55208,64.32291
31377,48.13367844,50.52083,43.7066,48.4375,33.07291,67.96875
31378,48.13368,50.65104,43.70659637,48.17708,33.07291412,70.3125
31379,48.26389,50.65104,43.70659637,47.13541,33.07291,72.13541
31380,48.13368,50.60764,43.70659637,47.13541,33.59375,72.13541
31381,48.17708,50.65104,43.70659637,47.39583,34.375,69.27083
31382,48.17708,50.65104,43.70659637,47.39583,34.375,69.27083
31383,48.17708206,50.60764,43.70659637,48.4375,35.15625,67.44791
31384,48.17708206,50.60764,43.70659637,48.4375,35.67708,64.84375
31385,48.17708206,50.65104,43.7066,47.91666,35.67708,62.5
31386,48.17708,50.73785,43.7934,47.13541,35.67708,60.15625
31387,47.82986,50.65104,43.79339981,48.4375,36.45833,59.89583
31388,48.17708,50.65104,43.79339981,49.73958,37.5,60.9375
31389,48.17708,50.73785,43.79339981,50.0,38.02083,61.19791
31390,48.22049,50.73784637,43.7934,51.30208,38.02083,61.45833
31391,48.65451,50.73785,43.8368,52.34375,37.76041,62.5
31392,48.22049,50.65104,43.8368,52.60416,36.71875,63.80208
31393,48.22048569,50.73785,43.88021,52.34375,35.41666,63.80208
31394,48.22049,50.73785,43.88020706,53.125,34.375,65.625
31395,48.26389,50.78125,43.88021,54.42708,33.85416,69.53125
31396,48.2638855,50.78124619,43.92361,54.42708,33.07291,72.91666
31397,48.2638855,50.78124619,43.92361069,53.38541,32.55208,76.82291
31398,48.2638855,50.78124619,43.92361069,52.34375,32.55208,82.55208
31399,48.26389,50.78124619,43.92361,51.30208,32.29166,85.67708
31400,48.35069,50.78125,43.88021,50.52083,32.29166,86.97916
31401,48.35069275,50.82465,43.88020706,49.73958,32.29166,86.97916
31402,48.35069275,50.78125,43.88020706,49.21875,32.55208,85.9375
31403,48.35069275,50.82465,43.88020706,48.69791,32.55208,85.67708
31404,48.35069275,50.78125,43.88021,48.69791,32.8125,85.15625
31405,48.35069,50.86805,43.8368,50.0,33.85416,85.15625
31406,48.3941,50.86805344,43.8368,51.04166,33.645830000000004,86.45833
31407,48.39409637,50.86805,43.7934,51.30208,33.596351,85.67708
31408,48.39409637,50.82465,43.7934,51.04166,33.583460550000005,83.85416
31409,48.39409637,50.86805,43.7066,50.52083,34.375,80.98958
31410,48.39409637,50.86805344,43.70659637,49.73958,34.375,79.42708
31411,48.39409637,50.86805,43.70659637,49.21875,34.375,78.125
31412,48.3941,50.95486,43.7066,48.4375,34.375,78.64583
31413,48.4375,50.95486069,43.7934,47.39583,34.375,79.42708
31414,48.4375,50.95486,43.79339981,46.875,34.11458,77.86458
31415,48.4375,50.82465,43.7934,46.875,34.11458,75.78125
31416,48.35069275,50.95486,43.8368,47.39583,33.85416,76.04166
31417,48.26389,50.95486069,43.83680344,48.17708,34.11458,78.38541
31418,48.4375,50.95486069,43.8368,47.91666,34.11458,78.38541
31419,48.35069,50.95486069,43.7934,47.39583,34.11458,79.42708
31420,48.4375,50.95486069,43.79339981,47.39583,33.59375,80.98958
31421,48.4375,50.95486069,43.79339981,47.13541,33.59375,82.03125
31422,48.4375,50.95486069,43.79339981,46.875,33.85416,83.07291
31423,48.4375,50.95486069,43.79339981,46.61458,33.85416,83.59375
31424,48.4809,50.95486069,43.7934,45.83333,33.59375,82.29166
31425,48.48089981,50.95486,43.8368,47.13541,33.59375,82.03125
31426,48.4809,50.99826,43.83680344,47.91666,33.07291,82.29166
31427,48.35069,50.9982605,43.83680344,48.17708,33.07291,84.89583
31428,48.4809,50.9982605,43.8368,48.4375,33.07291,85.67708
31429,48.48089981,50.9982605,43.88021,48.17708,33.85416,85.9375
31430,48.48089981,50.9982605,43.88020706,47.13541,34.11458,84.89583
31431,48.48089981,50.9982605,43.88021,46.61458,34.89583,83.33333
31432,48.48089981,50.9982605,43.92361,46.61458,36.19791,84.375
31433,48.48089981,50.9982605,43.92361069,45.3125,36.71875,87.5
31434,48.4809,50.99826,43.92361069,44.01041,36.45833,88.80208
31435,48.56771,51.04166,43.92361069,43.48958,36.19791,95.05208
31436,48.56771,50.95486,43.92361,43.22916,35.41666,101.3021
31437,48.3941,51.04166,43.88021,42.70833,34.89583,103.9062
31438,48.56771,51.04166412,43.88021,42.96875,34.11458,104.6875
31439,48.56770706,51.04166412,43.8368,42.96875,33.59375,105.2083
31440,48.56770706,51.04166,43.83680344,44.01041,33.85416,103.125
31441,48.61111,51.04166,43.83680344,45.7682265,34.89583,92.3046815
31442,48.61111,51.04166,43.83680344,46.09375,34.89583,96.35416
31443,48.61111,51.04166,43.83680344,46.61458,36.19791,94.27083
31444,48.4809,50.99826,43.83680344,46.875,36.45833,92.44791
31445,48.61111,51.04166,43.8368,46.61458,36.19791,90.36458
31446,48.61111069,51.04166,43.88021,46.09375,35.41666,87.76041
31447,48.61111,51.08507,43.88020706,46.875,35.15625,84.89583
31448,48.4375,51.08507,43.88021,47.91666,36.19791,83.59375
31449,48.61111,51.04166,43.92361,49.21875,36.71875,82.29166
31450,48.61111069,51.04166,43.92361,51.04166,37.5,80.46875
31451,48.61111069,51.08507,44.01041,48.173824825,37.76041,78.38541
31452,48.61111069,51.04166,44.01041,48.059729741249996,37.5,75.78125
31453,48.61111069,50.99826,44.05381775,49.73958,37.5,74.73958
31454,48.61111,51.04166,44.09722,48.4375,36.45833,73.95833
31455,48.65451,51.04166,44.09722137,48.17708,35.41666,72.13541
31456,48.61111,51.08507,44.09722137,47.91666,34.375,68.22916
31457,48.61111069,51.08507,44.09722137,47.91666,34.11458,64.32291
31458,48.61111069,51.04166,44.09722,47.91666,33.85416,62.23958
31459,48.61111069,51.08507,44.14063,47.39583,34.11458,62.23958
31460,48.61111,51.08507,44.14063,47.91666,34.11458,64.0625
31461,48.4375,51.08507,44.22743,48.4375,33.85416,65.36458
31462,48.61111,51.08507,44.22742844,49.73958,33.59375,67.44791
31463,48.61111,51.08507,44.22743,50.52083,34.375,70.05208
31464,48.65451,51.08507,44.14063,50.52083,35.325517500000004,70.83333
31465,48.6545105,51.04166,44.14063,50.0,36.19791,71.875
31466,48.6545105,51.04166,44.09722,49.73958,35.67708,73.17708
31467,48.6545105,51.04166,44.09722137,49.21875,35.15625,73.4375
31468,48.6545105,51.08507,44.09722137,48.69791,34.375,74.21875
31469,48.6545105,51.08507,44.09722137,49.73958,34.375,79.42708
31470,48.65451,51.04166,44.09722137,51.30208,35.555335375000006,84.12759599999998
31471,48.61111,51.04166,44.09722137,52.34375,35.48414414375,86.82355679999999
31472,48.61111069,51.08507,44.09722137,51.82291,35.3442893509375,89.84963063999997
31473,48.61111069,51.08507,44.09722,50.78125,35.19744131848437,92.84472167199999
31474,48.61111069,51.04166,44.14063,50.52083,34.9911678844086,95.78122875559998
31475,48.61111069,51.08507,44.14063,50.0,34.70101290362903,99.47916
31476,48.61111069,51.04166,44.22743,50.78125,34.40481404881048,93.48958
31477,48.61111069,51.04166,44.22743,51.04166,35.15625,87.76041
31478,48.61111069,50.99826,44.27083,50.78125,34.11458,87.23958
31479,48.61111069,51.04166,44.27083,50.0,33.59375,110.50519219338
31480,48.61111,51.04166,44.31424,49.47916,33.59375,112.90545280304897
31481,48.56771,50.99826,44.31423569,48.4375,33.59375,114.03184564320142
31482,48.56770706,51.04166,44.31423569,47.91666,33.07291,114.0901750853615
31483,48.56770706,50.99826,44.31423569,47.13541,32.8125,113.64855230762957
31484,48.56771,51.04166,44.31423569,46.61458,32.55208,112.60541383941106
31485,48.4809,50.99826,44.31424,46.61458,32.55208,111.23308059360163
31486,48.48089981,50.99826,44.35764,46.09375,32.55208,109.5160881232817
31487,48.48089981,50.99826,44.3576355,45.83333,32.29166,107.99970252944578
31488,48.48089981,50.99826,44.35764,45.3125,31.51042,106.78510265591805
31489,48.4809,50.99826,44.44444,44.79166,31.25,105.50977378871399
31490,48.4375,50.99826,44.44444275,45.3125,31.51042,102.90323336848068
31491,48.4375,50.86805,44.44444275,45.57291,31.25,99.92916639675227
31492,48.4375,50.86805,44.44444,45.57291,31.25,96.75007543442982
31493,48.26389,50.95486,44.48785,45.3125,33.450519,102.6042
31494,48.3941,50.86805,44.48784637,44.53125,33.52148244999999,99.21875
31495,48.17708,50.82465,44.48784637,44.53125,33.595994072500005,94.27083
31496,48.3941,50.82465,44.48784637,44.27083,33.60912727612501,88.80208
31497,48.35069,50.82465,44.48784637,44.27083,34.89583,83.07291
31498,48.35069275,50.95486,44.48784637,45.3125,34.11458,81.83084608221473
31499,48.35069275,50.82465,44.48784637,47.955726000000006,33.59375,79.94511225352957
31500,48.35069,50.86805,44.48785,48.335283800000006,33.85416,78.25021267677035
31501,48.2638855,50.86805,44.53125,48.74683949,35.15625,76.79620764218484
31502,48.2638855,50.86805,44.53125,49.1529319645,35.15625,75.57445570445645
31503,48.2638855,50.95486,44.53125,49.592349562725,35.67708,74.41150821795779
31504,48.2638855,50.86805,44.53125,50.04071704086125,36.19791,72.78051962885567
31505,48.2638855,50.86805,44.48785,51.04166,35.67708,71.23725361029847
31506,48.2638855,50.82465,44.48784637,50.52083,36.19791,66.14583
31507,48.2638855,50.86805,44.48785,50.52083,35.67708,66.14583
31508,48.26389,50.78125,44.44444,50.52083,35.41666,63.80208
31509,48.35069,50.78125,44.44444,52.34375,35.41666,62.23958
31510,48.35069275,50.82465,44.35764,52.43663259290431,34.89583,60.9375
31511,48.35069275,50.78125,44.35764,52.342221032549524,34.375,59.11458
31512,48.35069275,50.78125,44.31424,52.131365109677006,34.11458,58.33333
31513,48.35069275,50.82465,44.31424,51.902682766935854,33.85416,57.8125
31514,48.35069275,50.86805,44.27083,51.7187199271464,33.85416,59.63541
31515,48.35069275,50.78125,44.27083,51.55522407146066,34.375,63.80208
31516,48.35069,50.82465,44.22743,51.385589775033694,34.89583,66.40625
31517,48.3941,50.82465,44.22742844,52.60416,35.15625,66.40625
31518,48.39409637,50.82465,44.22743,52.08333,34.89583,66.14583
31519,48.39409637,50.86805,44.14063,51.04166,34.11458,73.151039
31520,48.39409637,50.82465,44.140625,49.73958,33.85416,74.37369544999999
31521,48.39409637,50.82465,44.140625,49.21875,33.59375,75.5793592225
31522,48.39409637,50.82465,44.140625,49.73958,33.59375,76.676035683625
31523,48.39409637,50.86805,44.14063,51.04166,33.59375,77.61921246780625
31524,48.39409637,50.86805,44.09722,51.30208,33.07291,78.47934009119656
31525,48.39409637,50.78125,44.09722137,51.30208,33.07291,79.27830759575639
31526,48.39409637,50.86805,44.09722,50.78125,33.07291,85.15625
31527,48.3941,50.82465,44.05382,50.78125,33.59375,83.59375
31528,48.4375,50.86805,44.05382,50.78125,33.85416,81.25
31529,48.4375,50.86805,44.01041,51.30208,34.11458,86.45833
31530,48.4375,50.86805,44.01041412,51.82291,34.89583,91.66666
31531,48.4375,50.82465,44.01041,51.82291,35.15625,92.70833
31532,48.4375,50.95486,44.05382,52.34375,35.41666,89.58333
31533,48.4375,50.86805,44.05381775,53.541663500000006,35.41666,85.9375
31534,48.4375,50.95486,44.05382,53.627601174999995,35.67708,84.375
31535,48.4809,50.82465,44.09722,53.61366873375,35.67708,81.25
31536,48.48089981,50.95486,44.09722137,53.520915170437505,35.67708,76.04166
31537,48.48089981,50.86805,44.09722137,53.44956542895939,35.41666,73.17708
31538,48.48089981,50.99826,44.09722137,53.38766870040736,35.67708,73.4375
31539,48.48089981,50.86805,44.09722137,53.32267713542772,36.45833,74.21875
31540,48.48089981,50.99826,44.09722137,54.94791,36.97916,73.17708
31541,48.48089981,50.95486,44.09722,54.42708,36.97916,70.3125
31542,48.48089981,50.86805,44.14063,53.90625,36.71875,68.75
31543,48.4809,50.95486,44.09722,53.64583,36.45833,67.96875
31544,48.56771,50.95486,44.09722137,53.64583,36.19791,67.70833
31545,48.56770706,50.99826,44.09722,53.125,35.41666,67.44791
31546,48.56770706,50.99826,44.05381775,53.125,35.41666,66.66666
31547,48.56770706,50.99826,44.01041,53.125,35.41666,66.92708
31548,48.56770706,50.86805,43.92361,52.34375,35.15625,66.14583
31549,48.56771,50.95486,43.88020706,51.30208,34.89583,63.54166
31550,48.61111,50.99826,43.8368,50.52083,34.375,60.41666
31551,48.61111069,50.95486,43.8368,49.73958,34.11458,61.19791
31552,48.61111,50.99826,43.7934,48.69791,33.85416,64.84375
31553,48.56771,50.99826,43.79339981,48.4375,34.11458,75.221351
31554,48.61111,50.99826,43.7934,48.17708,34.11458,75.77929355
31555,48.61111,51.04166,43.8368,48.4375,34.375,75.7922167275
31556,48.65451,51.04166,43.8368,48.17708,34.89583,75.46724456387501
31557,48.61111,50.99826,43.88021,48.69791,34.375,75.29529479206874
31558,48.65451,51.04166,43.88020706,48.69791,34.375,75.4012055316722
31559,48.6545105,50.99826,43.88020706,49.21875,34.11458,75.6686618082558
31560,48.6545105,51.04166,43.88020706,49.47916,34.11458,76.18386589866859
31561,48.6545105,51.08507,43.8368,49.21875,33.59375,81.25
31562,48.6545105,51.08507,43.8368,49.21875,33.59375,81.25
31563,48.65451,51.04166,43.83680344,50.0,33.59375,78.64583
31564,48.4809,50.99826,43.8368,50.52083,33.85416,76.04166
31565,48.65451,50.95486,43.7934,50.0,34.11458,74.21875
31566,48.6545105,50.99826,43.8368,49.21875,34.11458,77.34375
31567,48.6545105,50.99826,43.8368,48.69791,34.11458,82.29166
31568,48.65451,50.99826,43.88021,48.69791,34.89583,85.15625
31569,48.61111,51.04166,43.88021,48.4375,35.15625,86.45833
31570,48.61111069,51.04166,43.92361,49.21875,35.15625,85.67708
31571,48.61111069,51.04166,43.92361069,49.47916,34.89583,83.07291
31572,48.61111069,51.17187,43.92361069,50.52083,34.89583,80.46875
31573,48.61111069,51.04166,43.92361069,51.30208,35.41666,78.64583
31574,48.61111069,51.04166,43.92361,51.30208,35.41666,78.64583
31575,48.61111069,51.08507,43.88020706,51.04166,34.89583,75.26041
31576,48.61111069,51.04166,43.8368,51.04166,34.375,73.4375
31577,48.61111069,51.08507,43.83680344,50.78125,33.85416,73.17708
31578,48.61111069,51.08507,43.83680344,50.52083,33.85416,72.13541
31579,48.61111069,51.08507,43.83680344,50.78125,34.11458,70.57291
31580,48.61111,51.08507,43.8368,50.52083,34.11458,69.27083
31581,48.56771,50.99826,43.88021,50.0,34.11458,68.75
31582,48.56770706,51.04166,43.88021,50.52083,34.375,69.27083
31583,48.56770706,51.08507,43.92361,51.82291,34.375,69.01041
31584,48.56770706,51.08507,43.92361,52.08333,34.375,68.22916
31585,48.56770706,51.04166,44.01041,52.34375,34.89583,69.53125
31586,48.56770706,51.08507,44.01041412,52.34375,34.375,69.53125
31587,48.56770706,50.99826,44.01041412,52.34375,34.375,69.27083
31588,48.56770706,51.04166,44.01041,51.30208,34.375,70.3125
31589,48.56770706,51.04166,44.05382,50.52083,33.85416,72.91666
31590,48.56770706,51.08507,44.05381775,49.47916,33.59375,75.26041
31591,48.56770706,50.99826,44.05381775,49.73958,33.59375,76.5625
31592,48.56770706,51.04166,44.05382,53.789058999999995,33.85416,75.78125
31593,48.56770706,50.99826,44.09722,54.6875,34.11458,73.95833
31594,48.56770706,51.04166,44.09722,56.51041,34.11458,70.3125
31595,48.56770706,50.99826,44.14063,53.90038695,33.85416,66.92708
31596,48.56771,50.99826,44.22743,53.4964482975,33.85416,66.40625
31597,48.56770706,50.99826,44.22742844,52.968145712375,34.11458,68.75
31598,48.56770706,50.99826,44.22742844,52.426448997993745,34.11458,73.4375
31599,48.56770706,50.95486,44.22742844,51.94881344789344,34.375,80.71614299999999
31600,48.56770706,51.04166,44.22742844,51.55146262028811,34.89583,81.01497115
31601,48.56770706,50.99826,44.22742844,51.26445275130252,35.15625,80.74280320749999
31602,48.56770706,51.04166,44.22743,52.60416,35.15625,80.287755867875
31603,48.56770706,51.04166,44.14063,51.82291,35.15625,79.97922716126877
31604,48.56770706,51.08507,44.140625,50.78125,34.89583,79.95475101933219
31605,48.56771,50.99826,44.140625,49.21875,34.11458,80.3847805702988
31606,48.61111,50.99826,44.14063,47.91666,33.85416,81.13579059881374
31607,48.61111069,51.04166,44.22743,46.875,33.59375,85.9375
31608,48.61111069,51.04166,44.22742844,46.61458,33.59375,83.33333
31609,48.61111,50.99826,44.22743,47.13541,33.07291,79.94791
31610,48.56771,51.08507,44.27083,47.39583,33.07291,78.38541
31611,48.61111,50.99826,44.27083206,47.91666,32.8125,80.72916
31612,48.61111,50.99826,44.27083206,47.13541,32.8125,84.375
31613,48.56771,51.04166,44.27083,46.875,33.07291,88.54166
31614,48.56771,50.99826,44.31424,47.13541,32.8125,91.40625
31615,48.4809,50.99826,44.31423569,46.875,33.07291,91.14583
31616,48.56771,50.99826,44.31424,45.83333,33.59375,90.88541
31617,48.56770706,51.04166,44.35764,45.57291,33.59375,89.0625
31618,48.56771,50.99826,44.35764,45.57291,33.59375,88.28125
31619,48.4375,51.04166,44.44444,44.79166,33.59375,88.54166
31620,48.56771,50.95486,44.48785,44.53125,33.85416,89.0625
31621,48.4809,50.99826,44.53125,45.83333,34.89583,89.84375
31622,48.4809,50.99826,44.53125,45.83333,34.89583,89.84375
31623,48.48089981,50.95486,44.53125,47.39583,34.375,87.5
31624,48.48089981,50.95486,44.57465,48.4375,34.11458,84.375
31625,48.48089981,50.95486,44.57465,48.4375,34.11458,84.375
31626,48.48089981,50.86805,44.66146,49.21875,33.07291,80.72916
31627,48.48089981,50.82465,44.66145706,48.69791,32.8125,82.55208
31628,48.4809,50.82465,44.66146,48.17708,32.8125,83.33333
31629,48.4375,50.82465,44.70486,47.91666,32.8125,82.55208
31630,48.3941,50.78125,44.70486,47.13541,33.07291,80.72916
31631,48.4375,50.82465,44.74826,46.875,34.348955000000004,78.38541
31632,48.4375,50.82465,44.74826,46.61458,35.67708,78.125
31633,48.4375,50.73785,44.79166,46.61458,36.19791,79.16666
31634,48.39409637,50.78125,44.79166412,46.09375,36.19791,82.55208
31635,48.35069,50.78125,44.79166412,45.83333,35.41666,83.85416
31636,48.3941,50.73785,44.79166,45.57291,34.89583,85.15625
31637,48.39409637,50.78125,44.87847,45.3125,34.375,86.45833
31638,48.3941,50.78125,44.87847137,45.83333,34.375,91.66666
31639,48.56771,50.65104,44.87847,46.09375,34.11458,88.294267
31640,48.35069,50.73785,44.92188,46.09375,33.85416,88.00845985
31641,48.35069275,50.73785,44.921875,46.09375,33.59375,87.68232034249999
31642,48.35069275,50.65321300000001,44.921875,46.61458,33.07291,87.717478359625
31643,48.35069,50.65104,44.92188,46.61458,33.07291,94.01041
31644,48.26389,50.65104,44.96527,46.09375,33.07291,93.48958
31645,48.2638855,50.56424,44.96527481,45.83333,34.375,92.1875
31646,48.2638855,50.60764,44.96527481,45.57291,35.703121499999995,89.58333
31647,48.2638855,50.56424,44.96527481,45.3125,35.639319575,87.5
31648,48.2638855,50.56424,44.96527481,45.57291,35.50722305375,86.97916
31649,48.2638855,50.56424,44.96527,45.3125,35.30341770643751,87.23958
31650,48.26389,50.56424,45.00868,44.79166,35.06338059175938,87.76041
31651,48.22049,50.60764,44.96527,45.57291,34.86342462134735,89.58333
31652,48.22048569,50.52083,45.00868,45.57291,34.71857535241472,90.10416
31653,48.22048569,50.52083,45.00867844,45.57291,34.64460862003545,90.10416
31654,48.22048569,50.52083,45.00867844,45.57291,35.15625,89.84375
31655,48.22048569,50.52083,45.00868,45.83333,35.41666,89.58333
31656,48.22048569,50.43402,45.09549,46.09375,34.89583,90.10416
31657,48.22049,50.52083,45.09548569,46.09375,34.11458,92.1875
31658,48.17708,50.52083,45.09548569,46.09375,34.11458,95.57291
31659,48.17708206,50.39062,45.09549,49.687497,34.11458,96.61458
31660,48.17708206,50.43402,45.13889,49.73958,33.85416,94.27083
31661,48.17708206,50.52083,45.1388855,50.78125,33.59375,88.54166
31662,48.17708,50.39062,45.1388855,51.30208,33.59375,82.29166
31663,48.13368,50.39062,45.1388855,52.09374735,33.59375,77.08333
31664,48.13367844,50.34722,45.1388855,52.64114371749999,33.07291,72.91666
31665,48.13368,50.34722,45.1388855,53.111742903375,33.07291,71.35416
31666,48.04688,50.39062,45.1388855,53.47566354854375,33.59375,75.78125
31667,48.046875,50.39062,45.1388855,53.76663422597094,33.07291,80.72916
31668,48.046875,50.39062,45.13889,54.04611143726949,33.07291,80.72916
31669,48.04688,50.39062,45.09549,54.313521009132955,33.59375,84.89583
31670,48.00347,50.30382,45.09548569,54.4146137095896,33.59375,84.89583
31671,48.00347,50.34722,45.09549,54.44003239506909,33.59375,84.375
31672,47.96007,50.21701,45.13889,54.40161751482255,33.85416,83.33333
31673,47.96007,50.30382,45.1388855,54.32221939056367,34.11458,86.97916
31674,47.91666,50.30382,45.1388855,54.21228849259186,34.11458,87.76041
31675,47.91666,50.17361,45.1388855,54.09553323134645,34.375,88.54166
31676,47.82986,50.21701,45.1388855,55.98958,34.89583,89.84375
31677,47.82986,50.34722,45.1388855,54.94791,34.89583,88.80208
31678,47.78646,50.21701,45.1388855,54.42708,34.375,87.76041
31679,47.78646,50.21701,45.1388855,53.38541,34.375,86.45833
31680,47.74305344,50.30382,45.1388855,52.34375,35.15625,85.15625
31681,47.69964981,50.17361,45.1388855,53.125,37.968748,79.6875
31682,47.69964981,50.17361,45.1388855,53.125,36.71875,79.6875
31683,47.69965,50.17361069,45.1388855,53.38541,39.4114559,76.5625
31684,47.61285,50.17361,45.1388855,53.64583,39.58333,72.65625
31685,47.56944,50.21701,45.1388855,53.125,40.88541,68.22916
31686,47.56944275,50.13021,45.13889,52.34375,42.1875,65.625
31687,47.56944,50.13021,45.09549,51.30208,43.48958,64.32291
31688,47.52604,50.0868,45.13889,50.0,44.79166,63.02083
31689,47.52604,50.13021,45.13889,49.21875,46.09375,60.41666
31690,47.48264,50.13021,45.09549,48.4375,46.875,58.33333
31691,47.48264,50.0868,45.09548569,47.91666,47.13541,57.29166
31692,47.39583,50.08680344,45.09548569,47.13541,47.91666,58.33333
31693,47.35243,50.0868,45.09548569,46.61458,49.21875,61.19791
31694,47.35243,50.13021,45.09548569,45.83333,48.69791,61.45833
31695,47.30902,50.13020706,45.09548569,45.83333,42.330726000000006,62.5
31696,47.30902,50.13020706,45.09548569,45.83333,41.791012800000004,61.45833
